week_end,t,sku_id,sku_name,line,retailer,units,everyday_price,price,dollars,arp,promo_flag,depth,display,feature,coupon,sibling_promo,pre_promo,post_promo,stores_selling,pct_acv,oos_week,base_units_true,cogs,true_base_pe,true_promo_pe,true_display_mult,true_feature_mult,true_coupon_mult,naive_base_units,naive_incr_units
2025-11-01,111,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Granite Peak Grocers,406.3,5.49,5.49,2230.42,5.49,0,0.0,0,0,0,0,0,0,86,0.826,0,413.3,1.32,-1.3,-2.0,1.32,1.2,1.12,406.3,0.0
2025-11-08,112,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Granite Peak Grocers,445.5,5.49,5.49,2445.83,5.49,0,0.0,0,0,0,0,0,0,87,0.836,0,424.1,1.32,-1.3,-2.0,1.32,1.2,1.12,445.5,0.0
2025-11-15,113,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Granite Peak Grocers,336.4,5.49,5.49,1846.96,5.49,0,0.0,0,0,0,0,1,0,87,0.836,0,431.0,1.32,-1.3,-2.0,1.32,1.2,1.12,336.4,0.0
2025-11-22,114,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Granite Peak Grocers,1405.7,5.49,4.12,6255.27,4.45,1,0.25,1,1,0,0,0,0,87,0.836,0,518.9,1.32,-1.3,-2.0,1.32,1.2,1.12,410.8,995.0
2025-11-29,115,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Granite Peak Grocers,1746.4,5.49,4.12,7492.04,4.29,1,0.25,1,1,0,0,0,0,85,0.817,0,555.1,1.32,-1.3,-2.0,1.32,1.2,1.12,410.8,1335.6
2025-12-06,116,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Granite Peak Grocers,449.5,5.49,5.49,2467.61,5.49,0,0.0,0,0,0,0,0,1,86,0.826,0,450.4,1.32,-1.3,-2.0,1.32,1.2,1.12,449.5,0.0
2025-12-13,117,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Granite Peak Grocers,479.8,5.49,5.49,2634.09,5.49,0,0.0,0,0,0,0,0,0,88,0.846,0,536.0,1.32,-1.3,-2.0,1.32,1.2,1.12,479.8,0.0
2025-12-20,118,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Granite Peak Grocers,586.9,5.49,5.49,3222.24,5.49,0,0.0,0,0,0,0,0,0,88,0.846,0,643.9,1.32,-1.3,-2.0,1.32,1.2,1.12,586.9,0.0
2025-12-27,119,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Granite Peak Grocers,516.1,5.49,5.49,2833.39,5.49,0,0.0,0,0,0,1,1,0,90,0.865,0,586.9,1.32,-1.3,-2.0,1.32,1.2,1.12,516.1,0.0
2026-01-03,120,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Granite Peak Grocers,871.3,5.49,4.94,4408.99,5.06,1,0.1,0,0,0,1,0,0,89,0.855,0,674.0,1.32,-1.3,-2.0,1.32,1.2,1.12,447.5,423.8
2026-01-10,121,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Granite Peak Grocers,664.9,5.49,5.49,3650.52,5.49,0,0.0,0,0,0,0,0,1,89,0.855,0,681.8,1.32,-1.3,-2.0,1.32,1.2,1.12,664.9,0.0
2026-01-17,122,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Granite Peak Grocers,516.4,5.49,5.49,2834.87,5.49,0,0.0,0,0,0,0,0,0,90,0.865,0,514.8,1.32,-1.3,-2.0,1.32,1.2,1.12,516.4,0.0
2026-01-24,123,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Granite Peak Grocers,514.9,5.49,5.49,2826.98,5.49,0,0.0,0,0,0,0,0,0,89,0.855,0,510.9,1.32,-1.3,-2.0,1.32,1.2,1.12,514.9,0.0
2026-01-31,124,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Granite Peak Grocers,501.8,5.49,5.49,2754.88,5.49,0,0.0,0,0,0,1,0,0,89,0.855,0,510.4,1.32,-1.3,-2.0,1.32,1.2,1.12,501.8,0.0
2026-02-07,125,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Granite Peak Grocers,401.1,5.49,5.49,2201.95,5.49,0,0.0,0,0,0,1,0,0,89,0.855,0,507.4,1.32,-1.3,-2.0,1.32,1.2,1.12,401.1,0.0
2026-02-14,126,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Granite Peak Grocers,348.3,5.79,5.79,2016.45,5.79,0,0.0,0,0,0,1,0,0,88,0.846,0,463.2,1.32,-1.3,-2.0,1.32,1.2,1.12,348.3,0.0
2026-02-21,127,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Granite Peak Grocers,508.0,5.79,5.79,2941.14,5.79,0,0.0,0,0,0,0,0,0,88,0.846,0,456.1,1.32,-1.3,-2.0,1.32,1.2,1.12,508.0,0.0
2026-02-28,128,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Granite Peak Grocers,413.8,5.79,5.79,2396.11,5.79,0,0.0,0,0,0,0,0,0,89,0.855,0,452.2,1.32,-1.3,-2.0,1.32,1.2,1.12,413.8,0.0
2026-03-07,129,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Granite Peak Grocers,479.9,5.79,5.79,2778.69,5.79,0,0.0,0,0,0,0,0,0,90,0.865,0,446.6,1.32,-1.3,-2.0,1.32,1.2,1.12,479.9,0.0
2026-03-14,130,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Granite Peak Grocers,415.1,5.79,5.79,2403.33,5.79,0,0.0,0,0,0,0,0,0,93,0.894,0,449.3,1.32,-1.3,-2.0,1.32,1.2,1.12,415.1,0.0
2026-03-21,131,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Granite Peak Grocers,380.5,5.79,5.79,2203.02,5.79,0,0.0,0,0,0,0,0,0,92,0.884,0,431.7,1.32,-1.3,-2.0,1.32,1.2,1.12,380.5,0.0
2026-03-28,132,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Granite Peak Grocers,440.0,5.79,5.79,2547.66,5.79,0,0.0,0,0,0,1,0,0,93,0.894,0,423.3,1.32,-1.3,-2.0,1.32,1.2,1.12,440.0,0.0
2026-04-04,133,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Granite Peak Grocers,353.0,5.79,5.79,2043.92,5.79,0,0.0,0,0,0,1,0,0,92,0.884,0,406.0,1.32,-1.3,-2.0,1.32,1.2,1.12,353.0,0.0
2026-04-11,134,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Granite Peak Grocers,331.9,5.79,5.79,1921.94,5.79,0,0.0,0,0,0,0,0,0,91,0.874,0,389.6,1.32,-1.3,-2.0,1.32,1.2,1.12,331.9,0.0
2026-04-18,135,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Granite Peak Grocers,371.8,5.79,5.79,2152.56,5.79,0,0.0,0,0,0,0,0,0,92,0.884,0,382.6,1.32,-1.3,-2.0,1.32,1.2,1.12,371.8,0.0
2026-04-25,136,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Granite Peak Grocers,363.9,5.79,5.79,2107.09,5.79,0,0.0,0,0,0,0,0,0,92,0.884,0,372.6,1.32,-1.3,-2.0,1.32,1.2,1.12,363.9,0.0
2026-05-02,137,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Granite Peak Grocers,353.9,5.79,5.79,2049.36,5.79,0,0.0,0,0,0,0,0,0,92,0.884,0,364.0,1.32,-1.3,-2.0,1.32,1.2,1.12,353.9,0.0
2026-05-09,138,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Granite Peak Grocers,302.2,5.79,5.79,1749.87,5.79,0,0.0,0,0,0,1,1,0,91,0.874,0,353.0,1.32,-1.3,-2.0,1.32,1.2,1.12,302.2,0.0
2026-05-16,139,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Granite Peak Grocers,362.6,5.79,5.21,1936.44,5.34,1,0.1,0,0,0,0,0,0,91,0.874,0,347.5,1.32,-1.3,-2.0,1.32,1.2,1.12,358.9,3.7
2026-05-23,140,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Granite Peak Grocers,279.3,5.79,5.79,1617.31,5.79,0,0.0,0,0,0,1,0,1,91,0.874,0,354.1,1.32,-1.3,-2.0,1.32,1.2,1.12,279.3,0.0
2026-05-30,141,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Granite Peak Grocers,328.4,5.79,5.79,1901.17,5.79,0,0.0,0,0,0,1,0,0,91,0.874,0,356.9,1.32,-1.3,-2.0,1.32,1.2,1.12,328.4,0.0
2026-06-06,142,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Granite Peak Grocers,366.4,5.79,5.79,2121.29,5.79,0,0.0,0,0,0,0,0,0,92,0.884,0,344.0,1.32,-1.3,-2.0,1.32,1.2,1.12,366.4,0.0
2026-06-13,143,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Granite Peak Grocers,360.8,5.79,5.79,2089.27,5.79,0,0.0,0,0,0,0,0,0,96,0.923,0,359.4,1.32,-1.3,-2.0,1.32,1.2,1.12,360.8,0.0
2026-06-20,144,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Granite Peak Grocers,283.2,5.79,5.79,1639.7,5.79,0,0.0,0,0,0,1,0,0,94,0.903,0,353.5,1.32,-1.3,-2.0,1.32,1.2,1.12,283.2,0.0
2026-06-27,145,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Granite Peak Grocers,265.9,5.79,5.79,1539.48,5.79,0,0.0,0,0,0,1,0,0,95,0.913,0,377.7,1.32,-1.3,-2.0,1.32,1.2,1.12,265.9,0.0
2026-07-04,146,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Granite Peak Grocers,403.1,5.79,5.79,2334.01,5.79,0,0.0,0,0,0,1,0,0,95,0.913,0,391.9,1.32,-1.3,-2.0,1.32,1.2,1.12,403.1,0.0
2026-07-11,147,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Granite Peak Grocers,319.9,5.79,5.79,1852.06,5.79,0,0.0,0,0,0,0,0,0,94,0.903,0,363.9,1.32,-1.3,-2.0,1.32,1.2,1.12,319.9,0.0
2026-07-18,148,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Granite Peak Grocers,356.1,5.79,5.79,2061.57,5.79,0,0.0,0,0,0,0,0,0,96,0.923,0,376.3,1.32,-1.3,-2.0,1.32,1.2,1.12,356.1,0.0
2026-07-25,149,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Granite Peak Grocers,327.2,5.79,5.79,1894.49,5.79,0,0.0,0,0,0,1,0,0,94,0.903,0,373.3,1.32,-1.3,-2.0,1.32,1.2,1.12,327.2,0.0
2026-08-01,150,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Granite Peak Grocers,395.0,5.79,5.79,2286.85,5.79,0,0.0,0,0,0,0,0,0,94,0.903,0,378.0,1.32,-1.3,-2.0,1.32,1.2,1.12,395.0,0.0
2026-08-08,151,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Granite Peak Grocers,327.5,5.79,5.79,1896.06,5.79,0,0.0,0,0,0,1,1,0,96,0.923,0,390.8,1.32,-1.3,-2.0,1.32,1.2,1.12,327.5,0.0
2026-08-15,152,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Granite Peak Grocers,474.6,5.79,4.92,2434.64,5.13,1,0.15,0,0,0,0,0,0,94,0.903,0,387.0,1.32,-1.3,-2.0,1.32,1.2,1.12,327.4,147.2
2026-08-22,153,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Granite Peak Grocers,365.9,5.79,5.79,2118.59,5.79,0,0.0,0,0,0,1,0,1,94,0.903,0,451.5,1.32,-1.3,-2.0,1.32,1.2,1.12,365.9,0.0
2026-08-29,154,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Granite Peak Grocers,569.6,5.79,5.79,3297.96,5.79,0,0.0,0,0,0,0,0,0,94,0.903,0,455.6,1.32,-1.3,-2.0,1.32,1.2,1.12,569.6,0.0
2026-09-05,155,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Granite Peak Grocers,527.0,5.79,5.79,3051.56,5.79,0,0.0,0,0,0,0,0,0,95,0.913,0,401.9,1.32,-1.3,-2.0,1.32,1.2,1.12,527.0,0.0
2023-09-16,0,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Hollybrook Foods,113.5,5.49,5.49,623.03,5.49,0,0.0,0,0,0,0,0,0,26,0.563,0,119.7,1.32,-1.3,-2.0,1.32,1.2,1.12,113.5,0.0
2023-09-23,1,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Hollybrook Foods,109.7,5.49,5.49,602.24,5.49,0,0.0,0,0,0,0,0,0,26,0.563,0,104.5,1.32,-1.3,-2.0,1.32,1.2,1.12,109.7,0.0
2023-09-30,2,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Hollybrook Foods,98.2,5.49,5.49,539.36,5.49,0,0.0,0,0,0,1,0,0,25,0.541,0,101.3,1.32,-1.3,-2.0,1.32,1.2,1.12,98.2,0.0
2023-10-07,3,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Hollybrook Foods,93.0,5.49,5.49,510.52,5.49,0,0.0,0,0,0,1,0,0,24,0.519,0,98.1,1.32,-1.3,-2.0,1.32,1.2,1.12,93.0,0.0
2023-10-14,4,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Hollybrook Foods,111.6,5.49,5.49,612.59,5.49,0,0.0,0,0,0,0,0,0,25,0.541,0,103.2,1.32,-1.3,-2.0,1.32,1.2,1.12,111.6,0.0
2023-10-21,5,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Hollybrook Foods,113.9,5.49,5.49,625.07,5.49,0,0.0,0,0,0,0,0,0,25,0.541,0,104.3,1.32,-1.3,-2.0,1.32,1.2,1.12,113.9,0.0
2023-10-28,6,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Hollybrook Foods,112.2,5.49,5.49,615.99,5.49,0,0.0,0,0,0,0,1,0,26,0.563,0,109.8,1.32,-1.3,-2.0,1.32,1.2,1.12,112.2,0.0
2023-11-04,7,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Hollybrook Foods,143.9,5.49,4.67,699.4,4.86,1,0.15,0,0,0,1,0,0,25,0.541,0,107.0,1.32,-1.3,-2.0,1.32,1.2,1.12,111.6,32.3
2023-11-11,8,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Hollybrook Foods,93.0,5.49,5.49,510.46,5.49,0,0.0,0,0,0,1,0,1,24,0.519,0,104.4,1.32,-1.3,-2.0,1.32,1.2,1.12,93.0,0.0
2023-11-18,9,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Hollybrook Foods,128.7,5.49,5.49,706.61,5.49,0,0.0,0,0,0,1,0,0,25,0.541,0,130.9,1.32,-1.3,-2.0,1.32,1.2,1.12,128.7,0.0
2023-11-25,10,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Hollybrook Foods,158.3,5.49,5.49,868.98,5.49,0,0.0,0,0,0,0,0,0,25,0.541,0,143.3,1.32,-1.3,-2.0,1.32,1.2,1.12,158.3,0.0
2023-12-02,11,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Hollybrook Foods,114.3,5.49,5.49,627.44,5.49,0,0.0,0,0,0,0,0,0,24,0.519,0,110.4,1.32,-1.3,-2.0,1.32,1.2,1.12,114.3,0.0
2023-12-09,12,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Hollybrook Foods,121.5,5.49,5.49,667.05,5.49,0,0.0,0,0,0,0,0,0,25,0.541,0,117.3,1.32,-1.3,-2.0,1.32,1.2,1.12,121.5,0.0
2023-12-16,13,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Hollybrook Foods,100.8,5.49,5.49,553.44,5.49,0,0.0,0,0,0,1,0,0,26,0.563,0,142.1,1.32,-1.3,-2.0,1.32,1.2,1.12,100.8,0.0
2023-12-23,14,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Hollybrook Foods,150.5,5.49,5.49,826.05,5.49,0,0.0,0,0,0,0,1,0,26,0.563,0,170.9,1.32,-1.3,-2.0,1.32,1.2,1.12,150.5,0.0
2023-12-30,15,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Hollybrook Foods,369.1,5.49,4.12,1620.43,4.39,1,0.25,0,1,1,1,0,0,27,0.584,0,158.4,1.32,-1.3,-2.0,1.32,1.2,1.12,117.9,251.2
2024-01-06,16,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Hollybrook Foods,184.8,5.49,5.49,1014.5,5.49,0,0.0,0,0,0,0,0,1,26,0.563,0,177.3,1.32,-1.3,-2.0,1.32,1.2,1.12,184.8,0.0
2024-01-13,17,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Hollybrook Foods,213.5,5.49,5.49,1172.24,5.49,0,0.0,0,0,0,0,0,0,27,0.584,0,186.5,1.32,-1.3,-2.0,1.32,1.2,1.12,213.5,0.0
2024-01-20,18,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Hollybrook Foods,131.5,5.49,5.49,722.16,5.49,0,0.0,0,0,0,0,0,0,25,0.541,0,129.1,1.32,-1.3,-2.0,1.32,1.2,1.12,131.5,0.0
2024-01-27,19,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Hollybrook Foods,124.1,5.49,5.49,681.37,5.49,0,0.0,0,0,0,0,0,0,27,0.584,0,140.0,1.32,-1.3,-2.0,1.32,1.2,1.12,124.1,0.0
2024-02-03,20,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Hollybrook Foods,131.8,5.49,5.49,723.55,5.49,0,0.0,0,0,0,0,1,0,25,0.541,0,129.7,1.32,-1.3,-2.0,1.32,1.2,1.12,131.8,0.0
2024-02-10,21,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Hollybrook Foods,214.0,5.49,4.67,1027.11,4.8,1,0.15,0,0,0,0,0,0,26,0.563,0,134.2,1.32,-1.3,-2.0,1.32,1.2,1.12,131.6,82.4
2024-02-17,22,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Hollybrook Foods,205.4,5.49,4.67,977.72,4.76,1,0.15,0,0,0,0,0,0,26,0.563,0,133.0,1.32,-1.3,-2.0,1.32,1.2,1.12,131.6,73.8
2024-02-24,23,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Hollybrook Foods,108.9,5.49,5.49,597.67,5.49,0,0.0,0,0,0,0,0,1,25,0.541,0,126.0,1.32,-1.3,-2.0,1.32,1.2,1.12,108.9,0.0
2024-03-02,24,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Hollybrook Foods,110.2,5.49,5.49,604.8,5.49,0,0.0,0,0,0,0,0,0,25,0.541,0,123.7,1.32,-1.3,-2.0,1.32,1.2,1.12,110.2,0.0
2024-03-09,25,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Hollybrook Foods,93.8,5.79,5.79,543.17,5.79,0,0.0,0,0,0,1,0,0,26,0.563,0,117.4,1.32,-1.3,-2.0,1.32,1.2,1.12,93.8,0.0
2024-03-16,26,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Hollybrook Foods,93.1,5.79,5.79,539.18,5.79,0,0.0,0,0,0,1,0,0,27,0.584,0,118.8,1.32,-1.3,-2.0,1.32,1.2,1.12,93.1,0.0
2024-03-23,27,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Hollybrook Foods,118.1,5.79,5.79,683.81,5.79,0,0.0,0,0,0,1,0,0,28,0.606,0,119.8,1.32,-1.3,-2.0,1.32,1.2,1.12,118.1,0.0
2024-03-30,28,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Hollybrook Foods,125.1,5.79,5.79,724.34,5.79,0,0.0,0,0,0,0,0,0,29,0.628,0,120.5,1.32,-1.3,-2.0,1.32,1.2,1.12,125.1,0.0
2024-04-06,29,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Hollybrook Foods,143.8,5.79,5.79,832.45,5.79,0,0.0,0,0,0,0,0,0,28,0.606,0,113.0,1.32,-1.3,-2.0,1.32,1.2,1.12,143.8,0.0
2024-04-13,30,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Hollybrook Foods,116.1,5.79,5.79,672.48,5.79,0,0.0,0,0,0,1,0,0,28,0.606,0,109.7,1.32,-1.3,-2.0,1.32,1.2,1.12,116.1,0.0
2024-04-20,31,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Hollybrook Foods,101.5,5.79,5.79,587.81,5.79,0,0.0,0,0,0,1,0,0,27,0.584,0,102.9,1.32,-1.3,-2.0,1.32,1.2,1.12,101.5,0.0
2024-04-27,32,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Hollybrook Foods,93.3,5.79,5.79,540.18,5.79,0,0.0,0,0,0,0,0,0,27,0.584,0,100.3,1.32,-1.3,-2.0,1.32,1.2,1.12,93.3,0.0
2024-05-04,33,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Hollybrook Foods,109.8,5.79,5.79,635.56,5.79,0,0.0,0,0,0,0,0,0,28,0.606,0,101.7,1.32,-1.3,-2.0,1.32,1.2,1.12,109.8,0.0
2024-05-11,34,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Hollybrook Foods,101.5,5.79,5.79,587.68,5.79,0,0.0,0,0,0,0,0,0,27,0.584,0,96.3,1.32,-1.3,-2.0,1.32,1.2,1.12,101.5,0.0
2024-05-18,35,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Hollybrook Foods,84.0,5.79,5.79,486.26,5.79,0,0.0,0,0,0,0,0,0,27,0.584,0,97.8,1.32,-1.3,-2.0,1.32,1.2,1.12,84.0,0.0
2024-05-25,36,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Hollybrook Foods,88.8,5.79,5.79,514.31,5.79,0,0.0,0,0,0,0,0,0,28,0.606,0,101.9,1.32,-1.3,-2.0,1.32,1.2,1.12,88.8,0.0
2024-06-01,37,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Hollybrook Foods,92.7,5.79,5.79,536.92,5.79,0,0.0,0,0,0,0,0,0,29,0.628,0,100.3,1.32,-1.3,-2.0,1.32,1.2,1.12,92.7,0.0
2024-06-08,38,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Hollybrook Foods,111.5,5.79,5.79,645.31,5.79,0,0.0,0,0,0,0,0,0,28,0.606,0,96.7,1.32,-1.3,-2.0,1.32,1.2,1.12,111.5,0.0
2024-06-15,39,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Hollybrook Foods,95.7,5.79,5.79,554.31,5.79,0,0.0,0,0,0,0,1,0,30,0.649,0,103.9,1.32,-1.3,-2.0,1.32,1.2,1.12,95.7,0.0
2024-06-22,40,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Hollybrook Foods,119.5,5.79,4.92,596.15,4.99,1,0.15,0,0,0,0,0,0,30,0.649,0,104.5,1.32,-1.3,-2.0,1.32,1.2,1.12,94.5,25.0
2024-06-29,41,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Hollybrook Foods,104.1,5.79,5.79,602.54,5.79,0,0.0,0,0,0,0,0,1,30,0.649,0,110.6,1.32,-1.3,-2.0,1.32,1.2,1.12,104.1,0.0
2024-07-06,42,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Hollybrook Foods,118.9,5.79,5.79,688.69,5.79,0,0.0,0,0,0,0,0,0,29,0.628,0,111.0,1.32,-1.3,-2.0,1.32,1.2,1.12,118.9,0.0
2024-07-13,43,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Hollybrook Foods,91.5,5.79,5.79,529.51,5.79,0,0.0,0,0,0,0,0,0,29,0.628,0,104.3,1.32,-1.3,-2.0,1.32,1.2,1.12,91.5,0.0
2024-07-20,44,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Hollybrook Foods,135.4,5.79,5.79,784.2,5.79,0,0.0,0,0,0,0,0,0,30,0.649,0,109.4,1.32,-1.3,-2.0,1.32,1.2,1.12,135.4,0.0
2024-07-27,45,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Hollybrook Foods,102.4,5.79,5.79,592.68,5.79,0,0.0,0,0,0,0,0,0,30,0.649,0,111.0,1.32,-1.3,-2.0,1.32,1.2,1.12,102.4,0.0
2024-08-03,46,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Hollybrook Foods,122.5,5.79,5.79,709.23,5.79,0,0.0,0,0,0,0,0,0,29,0.628,0,108.8,1.32,-1.3,-2.0,1.32,1.2,1.12,122.5,0.0
2024-08-10,47,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Hollybrook Foods,127.3,5.79,5.79,737.13,5.79,0,0.0,0,0,0,0,0,0,31,0.671,0,117.8,1.32,-1.3,-2.0,1.32,1.2,1.12,127.3,0.0
2024-08-17,48,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Hollybrook Foods,103.1,5.79,5.79,596.85,5.79,0,0.0,0,0,0,0,0,0,29,0.628,0,111.6,1.32,-1.3,-2.0,1.32,1.2,1.12,103.1,0.0
2024-08-24,49,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Hollybrook Foods,137.8,5.79,5.79,797.67,5.79,0,0.0,0,0,0,0,0,0,31,0.671,0,139.3,1.32,-1.3,-2.0,1.32,1.2,1.12,137.8,0.0
2024-08-31,50,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Hollybrook Foods,141.3,5.79,5.79,817.91,5.79,0,0.0,0,0,0,0,0,0,31,0.671,0,140.8,1.32,-1.3,-2.0,1.32,1.2,1.12,141.3,0.0
2024-09-07,51,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Hollybrook Foods,104.2,5.79,5.79,603.51,5.79,0,0.0,0,0,0,1,0,0,31,0.671,0,123.0,1.32,-1.3,-2.0,1.32,1.2,1.12,104.2,0.0
2024-09-14,52,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Hollybrook Foods,143.8,5.79,5.79,832.58,5.79,0,0.0,0,0,0,0,0,0,33,0.714,0,132.1,1.32,-1.3,-2.0,1.32,1.2,1.12,143.8,0.0
2024-09-21,53,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Hollybrook Foods,134.2,5.79,5.79,777.13,5.79,0,0.0,0,0,0,0,0,0,33,0.714,0,133.2,1.32,-1.3,-2.0,1.32,1.2,1.12,134.2,0.0
2024-09-28,54,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Hollybrook Foods,107.6,5.79,5.79,623.17,5.79,0,0.0,0,0,0,0,0,0,32,0.693,0,130.2,1.32,-1.3,-2.0,1.32,1.2,1.12,107.6,0.0
2024-10-05,55,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Hollybrook Foods,132.9,5.79,5.79,769.27,5.79,0,0.0,0,0,0,0,0,0,32,0.693,0,131.3,1.32,-1.3,-2.0,1.32,1.2,1.12,132.9,0.0
2024-10-12,56,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Hollybrook Foods,113.3,5.79,5.79,655.76,5.79,0,0.0,0,0,0,0,0,0,31,0.671,0,128.4,1.32,-1.3,-2.0,1.32,1.2,1.12,113.3,0.0
2024-10-19,57,BW-101,Bramblewick Granola Clusters Honey 12oz,Granola,Hollybrook Foods,125.5,5.79,5.79,726.72,5.79,0,0.0,0,0,0,0,1,0,32,0.693,0,134.0,1.32,-1.3,-2.0,1.32,1.2,1.12,125.5,0.0
